Sr,Name,Total Volume (cft),Branch
1084,Lot No 62/2019,1046.908641,Khotokha Unit
1085,KD/56/2019(a)-1,713.35,Khotokha Unit
1086,KD/56/2019-1,316.75,Khotokha Unit
1087,KD/56/2019(c),15.79,Khotokha Unit
1088,KD/61/2019,1282.590796,Khotokha Unit
1089,kfmu/38/(A)2016(B),116.65,Korilla Unit
1090,KFMU/38(A)2016,797.13,Korilla Unit
1091,KFMU/67/2017(B),110.65,Korilla Unit
1092,KFMU/38(A)2017,797.13,Korilla Unit
1093,WSC/MCB/19/424,58.7,Ramtokto
1094,KD/71/2019 (a),907.31,Khotokha Unit
1095,test,151.440129,Lingmethang Unit
1096,MTD/21/19,72.55,Lingmethang Unit
1097,MTD/S75/2019,4.25,Lingmethang Unit
1098,MTD/31/2019,647.81,Lingmethang Unit
1099,MTD/S66/2019-1,2,Lingmethang Unit
1100,MTD/S66/2019,2,Lingmethang Unit
1101,GPD/66/2019,250.26,Gogona Unit
1102,WSC/BPB/19/410,1.51,Ramtokto
1103,WSC-1,271.78,Ramtokto
1104,WSC,271.78,Ramtokto
1105,WSC/SG/19(12),620.87,Ramtokto
1106,WSC/BPB/19/360-1,413.62,Ramtokto
1107,PTD/11/2018-2,72,Khengzor Unit
1108,PTD/11/2018-1,72,Khengzor Unit
1109,PTD/11/2018,72,Khengzor Unit
1110,PTD/08/2018,211.13,Khengzor Unit
1111,PTD/10/2018,229,Khengzor Unit
1112,GPR-1,480.07,Gelephu Unit
1113,GPR,480.07,Gelephu Unit
1114,WSC/BPB/19/360,0,Ramtokto
1115,WSC/BPB/19/359,221.46,Ramtokto
1116,DWBI/ST/50/2019,322.97,Wangdue
1117,PDA/Stump-03/2019,114.6,Gasa Unit
1118,"Ad/19,2019",1129.631513,Chendebji Unit
1119,GPD/104/2019,1618.9,Gogona Unit
1120,KFMU/67/2017,797.13,Korilla Unit
1121,O/73/19(B),267.86,Changkhaphu Unit
1122,KFMU/37/2016 (B),140.16,Korilla Unit
1123,KFMU/37/2016,508.25,Korilla Unit
1124,CD/120/2019,0,Dawathang Unit
1125,GPD/36/2019 (C),55.176949,Gogona Unit
1126,GPD/19/2019 (B),61.34972,Gogona Unit
1127,GPD/19/2019,952.092774,Gogona Unit
1128,GPD/49/2019 (A),958.731404,Gogona Unit
1129,GPD/29/2019 (c),36.56,Gogona Unit
1130,GPD/68/2019 (b),8.49,Gogona Unit
1131,KFMU/55/17(B),55.23,Korilla Unit
1132,GPD/28/2019 (b),33.43,Gogona Unit
1133,KD/55/2019-1,1793.23,Khotokha Unit
1134,KD/55/2019,1793.23,Khotokha Unit
1135,GPD/85 A/2019,1211.690135,Gogona Unit
1136,KD/56/2019,316.75,Khotokha Unit
1137,KD/56/2019(a),1188.58,Khotokha Unit
1138,TD-212-2019,1454.88,Rodungla Unit
1139,TD/212/2019,1032.75,Rodungla Unit
1140,KFMU/14/2019-2,933.65,Korilla Unit
1141,KFMU/14/2019-1,933.65,Korilla Unit
1142,KFMU/13/2019-2,933.65,Korilla Unit
1143,KFMU/13/2019-1,933.65,Korilla Unit
1144,KFMU/11/2019,333.65,Korilla Unit
1145,KFMU/13/2019,120,Korilla Unit
1146,KFMU/14/2019,120,Korilla Unit
1147,GPD/04/2019 (b),56.37,Gogona Unit
1148,KD/115/2018-2,590.81,Khotokha Unit
1149,KD/115/2018-1,590.81,Khotokha Unit
1150,DFMU/nil/2019,18.4,Dongdeychu Unit
1151,DFMU/24/2019,18.429342,Dongdeychu Unit
1152,KD/115/2018,590.81,Khotokha Unit
1153,RDK/22/2019,638.33,Karshong Unit
1154,RFMU/A/2019,92.98,Rongmanchu Unit
1155,MTD/S47/19-1,87.85,Lingmethang Unit
1156,MTD/S47/19,87.85,Lingmethang Unit
1157,WSC/BPB/19/201,37.29,Ramtokto
1158,O/131/19,886.12,Changkhaphu Unit
1159,O/131/19(B),419.52,Changkhaphu Unit
1160,0/57/2019,335.72,Changkhaphu Unit
1161,O/55/2019,515.16,Changkhaphu Unit
1162,O/53/2019,308.93,Changkhaphu Unit
1163,O/54/2019,432.73,Changkhaphu Unit
1164,O/10/19-1,414.5,Changkhaphu Unit
1165,O/10/19,414.5,Changkhaphu Unit
1166,TD/165/2019,1786.446982,Rodungla Unit
1167,O/112/19,272,Changkhaphu Unit
1168,O/112/19(B),185.07,Changkhaphu Unit
1169,CD/94/2019,557712.2483,Dawathang Unit
1170,RDK/28/2019,0,Karshong Unit
1171,WSC/19/SG/19/38,71.34,Ramtokto
1172,NTD/10/19,0,Nganglam Unit
1173,NTD/10.19,0,Nganglam Unit
1174,NTD/010/2019,0,Nganglam Unit
1175,"Ad/18,2017",338.6,Trongsa Unit
1176,"Ad/07,2018",224.81,Trongsa Unit
1177,"Ad/05,2018",186.25,Chendebji Unit
1178,"AD/10,2019-1",291.118056,Chendebji Unit
1179,"Ad/04,2018-1",141.72,Chendebji Unit
1180,GPR/41/2019,400.831141,Gelephu Unit
1181,Ad-yon/36/19-2,199.394328,Khaling Kharungla Unit
1182,Ad-yon/36/19-1,0,Khaling Kharungla Unit
1183,KKFMU/05(a)/19,0,Khaling Kharungla Unit
1184,"AD/10,2019",291.118056,Chendebji Unit
1185,"Ad/04,2018",141.72,Chendebji Unit
1186,"AD/09,2019",181.1,Chendebji Unit
1187,"AD/08,2019",75.027778,Chendebji Unit
1188,"AD/11,2019",190.986111,Chendebji Unit
1189,TDA/09/19,862.78,Rodungla Unit
1190,TDA/02/2019-1,1635.24,Rodungla Unit
1191,TDA/02/2019,1635.24,Rodungla Unit
1192,TD.03.2019,1233.361701,Rodungla Unit
1193,RFMU/18/17(D),0,Rongmanchu Unit
1194,Adhoc / 69'2018,68.56,Zhemgang Unit
1195,CD/Ad-02/2019-1,913.365127,Dawathang Unit
1196,CD/Ad-01/2019,1094.753973,Dawathang Unit
1197,CD/Ad-03/2019-1,615.550189,Dawathang Unit
1198,CD/Ad-04/2019,1076.784412,Dawathang Unit
1199,CD/Ad-05/2019,1219.59924,Dawathang Unit
1200,CD/Ad-06/2019,795.921108,Dawathang Unit
1201,TD/03/2019(A)-1,1081.61,Rodungla Unit
1202,TD/03/2019(A),1233.36,Rodungla Unit
1203,CD/Ad-03/2019,3770.651982,Dawathang Unit
1204,TD/132/2018,293.18,Rodungla Unit
1205,TD/119/2018,1016.96,Rodungla Unit
1206,TD/110/2018,1306.08,Rodungla Unit
1207,TD/105/2018,862.41,Rodungla Unit
1208,TD/103/2018,714.13,Rodungla Unit
1209,TD/83/2018,886.3,Rodungla Unit
1210,CD/Ad-02/2019,8182.538297,Dawathang Unit
1211,RADH/15/2018,4602.4,Karshong Unit
1212,RADH/12/2019,919,Karshong Unit
1213,TD/33/2019,390.25,Rodungla Unit
1214,TD/36/2019,1479.07,Rodungla Unit
1215,TD/39/2019,653.01,Rodungla Unit
1216,TD/46/2019,1096.13,Rodungla Unit
1217,TD/54/2019,1258.74,Rodungla Unit
1218,TD/58/2019,643.49,Rodungla Unit
1219,TD/40/2019,1299.16,Rodungla Unit
1220,TD/48/2019,1470.57,Rodungla Unit
1221,TD/50/2019,671.2,Rodungla Unit
1222,TD/55/2019,1270.37,Rodungla Unit
1223,TD/64/2019,1041.49,Rodungla Unit
1224,TD/51/2019,1476.93,Rodungla Unit
1225,TD/43/2019,1138.45,Rodungla Unit
1226,TD/47/2019,876.35,Rodungla Unit
1227,TD/44/2019,1154.45,Rodungla Unit
1228,TD/42/2019,1261.93,Rodungla Unit
1229,TD/38/2019,644.44,Rodungla Unit
1230,TD/06/2019,122.097084,Rodungla Unit
1231,TD/35/2019,1249.89,Rodungla Unit
1232,TD/34/2019,1428.24,Rodungla Unit
1233,DWBI/ST/997/2019,66.54,Wangdue
1234,RDK/19/2019,1086.468534,Karshong Unit
1235,Ad-yon/36/19,0,Khaling Kharungla Unit
1236,TD/05/2019,0,Rodungla Unit
1237,RDK/03/2019,0,Karshong Unit
1238,TD.04.2019,0,Rodungla Unit
1239,TD/02/20`9,615.610425,Rodungla Unit
1240,"TD/01,2019",716.37,Rodungla Unit
1241,DFMU/17/2019,25.783063,Dongdeychu Unit
1242,CD/27/19(B),266.91,Changkhaphu Unit
1243,NTD/2/2019,0,Nganglam Unit
1244,NTD/03/2019,0,Nganglam Unit
1245,NTD/5/19,0,Nganglam Unit
1246,PTD/02/2019,0,Nganglam Unit
1247,CD/02/19(A)-1,537.93,Changkhaphu Unit
1248,CD/02/19(A),537.93,Changkhaphu Unit
1249,TD/191/18(C),522.46,Changkhaphu Unit
1250,SJU/02/2019,100,SamdrupJongkhar Unit
1251,TD/210/18 (A0,100.64,Changkhaphu Unit
1252,SJU/5/2019-1,103.03,SamdrupJongkhar Unit
1253,SJU/5/2019,103,SamdrupJongkhar Unit
1254,TD/155/8-1,142.14,Changkhaphu Unit
1255,TD/155/8,142.14,Changkhaphu Unit
1256,D/19/2019,789.405712,Gidakom Unit
1257,D/30/2019,805.08,Gidakom Unit
1258,D/18/2019,737.694246,Gidakom Unit
1259,D/16/2019,760.897124,Gidakom Unit
1260,TD/198/18 (A),348.82,Changkhaphu Unit
1261,DWBI/ST/03/2019,105.96,Wangdue
1262,DWBI/ST/54/2019,105.96,Wangdue
1263,DWBI/ST/80/2019,282.56,Wangdue
1264,KFMU/09/2019,116.6,Korilla Unit
1265,DWBI/ST-01/2019-1,36.33,Wangdue
1266,DWBI/ST-01/2019,31.83,Wangdue
1267,O/97/19,401.49,Changkhaphu Unit
1268,TD/189/18,392.4,Changkhaphu Unit
1269,O/285/18,177.22,Gidakom Unit
1270,0/56/2019,403.87,Changkhaphu Unit
1271,SCD/11/2019,81.67,SamdrupJongkhar Unit
1272,O/42/2019,1147.43,Changkhaphu Unit
1273,GD/2019/09(Pole),138.2,Gedu Unit
1274,O/64/2019(B)-1,267.86,Changkhaphu Unit
1275,O/64/2019,108.03,Changkhaphu Unit
1276,O/64/2019(B),267.86,Changkhaphu Unit
1277,G/7/2018,956.43,Gedu Unit
1278,GD/2019/01B,934.5,Gedu Unit
1281,O/86/2019,393.89,Changkhaphu Unit
1282,LZ/08/2018,22.8,Lhamozingkha Unit
1283,LZ/16/2018,399.76,Lhamozingkha Unit
1284,SR/61'B'/2018-1,43.13,Samtse Unit
1285,SR/61'A'/2018-1,87.95,Samtse Unit
1286,SR/58'B'/2018,254.15,Samtse Unit
1287,SR/58'A'/2018-1,283.59,Samtse Unit
1288,SR/58'A'/2018,283.59,Samtse Unit
1289,SR/07/2019,313.67,Samtse Unit
1290,SR/18/2019P,158.2,Samtse Unit
1291,SR/18/2019L-1,169.06,Samtse Unit
1292,SR/16/2019-1,262.86,Samtse Unit
1293,SR/16/2019,262.86,Samtse Unit
1294,SR/12/2019,83.1,Samtse Unit
1295,SR/11/2019,43.91,Samtse Unit
1296,SR/05/2019,58.97,Samtse Unit
1297,SR/14/2017P,76.79,Samtse Unit
1298,SR/14/2017L,12.55,Samtse Unit
1299,SR/61'B'/2018,43.13,Samtse Unit
1300,SR/61'A'/2018,87.95,Samtse Unit
1301,SR/18/2019L,169.06,Samtse Unit
1302,O/28/2019,9511.93,Changkhaphu Unit
1303,SR/56/16-1,21.05,Samtse Unit
1304,SR/56/16,21.05,Samtse Unit
1305,TD/01/2019,175,Gedu Unit
1306,o/09/2019,317.434853,Changkhaphu Unit
1307,O/10/2019,191.17,Changkhaphu Unit
1308,o/23/2019,123.186852,Changkhaphu Unit
1309,O/24/2019,26.625257,Changkhaphu Unit
1310,O/01/2019,341.83,Changkhaphu Unit
1311,O/03/2019,327.03,Changkhaphu Unit
